21-11-2024 09:51:17 | EASY_prep_Big_down | INFO | Starting EASY_prep_Big_down
21-11-2024 22:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:30:05 | EASY_Big_down_loop | INFO | На состояние 22:30:05 активных ставок: 4, денег: 51.125$
21-11-2024 22:30:05 | EASY_Big_down_loop | INFO | На состояние 22:30:05 активных ставок: 4, денег: 51.125$
21-11-2024 22:30:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:30:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:35:05 | EASY_Big_down_loop | INFO | На состояние 22:35:05 активных ставок: 4, денег: 51.125$
21-11-2024 22:35:05 | EASY_Big_down_loop | INFO | На состояние 22:35:05 активных ставок: 4, денег: 51.125$
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Success! Got 0.007951199999999936usdt intrade C02__488362005795766286038
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Bet C02__488361984467726338038 completed and removed.
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Success! Got 0.007951199999999936usdt intrade C02__488362005409882112038
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Bet C02__488361984232873988038 completed and removed.
21-11-2024 22:35:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:40:05 | EASY_Big_down_loop | INFO | На состояние 22:40:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:40:05 | EASY_Big_down_loop | INFO | На состояние 22:40:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:40:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:40:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:45:05 | EASY_Big_down_loop | INFO | На состояние 22:45:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:45:05 | EASY_Big_down_loop | INFO | На состояние 22:45:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:45:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:45:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:50:05 | EASY_Big_down_loop | INFO | На состояние 22:50:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:50:05 | EASY_Big_down_loop | INFO | На состояние 22:50:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:50:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:50:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:55:05 | EASY_Big_down_loop | INFO | На состояние 22:55:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:55:05 | EASY_Big_down_loop | INFO | На состояние 22:55:05 активных ставок: 3, денег: 51.133$
21-11-2024 22:55:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:55:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:00:05 | EASY_Big_down_loop | INFO | На состояние 23:00:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:00:05 | EASY_Big_down_loop | INFO | На состояние 23:00:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:00:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:00:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:05:05 | EASY_Big_down_loop | INFO | На состояние 23:05:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:05:05 | EASY_Big_down_loop | INFO | На состояние 23:05:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:05:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:05:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:10:05 | EASY_Big_down_loop | INFO | На состояние 23:10:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:10:05 | EASY_Big_down_loop | INFO | На состояние 23:10:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:15:05 | EASY_Big_down_loop | INFO | На состояние 23:15:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:15:05 | EASY_Big_down_loop | INFO | На состояние 23:15:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:15:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:20:05 | EASY_Big_down_loop | INFO | На состояние 23:20:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:20:05 | EASY_Big_down_loop | INFO | На состояние 23:20:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:20:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:25:05 | EASY_Big_down_loop | INFO | На состояние 23:25:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:25:05 | EASY_Big_down_loop | INFO | На состояние 23:25:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:25:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:30:05 | EASY_Big_down_loop | INFO | На состояние 23:30:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:30:05 | EASY_Big_down_loop | INFO | На состояние 23:30:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:30:07 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:30:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:35:05 | EASY_Big_down_loop | INFO | На состояние 23:35:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:35:05 | EASY_Big_down_loop | INFO | На состояние 23:35:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:40:05 | EASY_Big_down_loop | INFO | На состояние 23:40:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:40:05 | EASY_Big_down_loop | INFO | Price change detected: 0.7552343886345625%
21-11-2024 23:40:05 | EASY_Big_down_loop | INFO | На состояние 23:40:05 активных ставок: 3, денег: 51.133$
21-11-2024 23:40:05 | EASY_Big_down_loop | INFO | Price change detected: 0.7552343886345625%
21-11-2024 23:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488382116409737217038
21-11-2024 23:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488382118070644736038
21-11-2024 23:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.25
21-11-2024 23:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.25
21-11-2024 23:40:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488382137305726976038
21-11-2024 23:40:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488382139298025472038
21-11-2024 23:40:14 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:40:14 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:45:05 | EASY_Big_down_loop | INFO | На состояние 23:45:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:45:05 | EASY_Big_down_loop | INFO | На состояние 23:45:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:45:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:45:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:50:05 | EASY_Big_down_loop | INFO | На состояние 23:50:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:50:05 | EASY_Big_down_loop | INFO | На состояние 23:50:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:50:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:50:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:55:05 | EASY_Big_down_loop | INFO | На состояние 23:55:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:55:05 | EASY_Big_down_loop | INFO | На состояние 23:55:05 активных ставок: 4, денег: 51.133$
21-11-2024 23:55:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 23:55:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:00:05 | EASY_Big_down_loop | INFO | На состояние 00:00:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:00:05 | EASY_Big_down_loop | INFO | На состояние 00:00:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:00:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:00:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:05:05 | EASY_Big_down_loop | INFO | На состояние 00:05:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:05:05 | EASY_Big_down_loop | INFO | На состояние 00:05:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:05:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:05:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:10:05 | EASY_Big_down_loop | INFO | На состояние 00:10:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:10:05 | EASY_Big_down_loop | INFO | На состояние 00:10:05 активных ставок: 4, денег: 51.133$
22-11-2024 00:10:05 | EASY_Big_down_loop | INFO | Price change detected: 0.42070685885846615%
22-11-2024 00:10:06 | EASY_Big_down_loop | INFO | Price change detected: 0.42070685885846615%
22-11-2024 00:10:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488389667658489856038
22-11-2024 00:10:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488389669201993728038
22-11-2024 00:10:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.29
22-11-2024 00:10:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.29
22-11-2024 00:10:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488389686474137600038
22-11-2024 00:10:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488389688030236672038
22-11-2024 00:10:14 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:10:15 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:15:05 | EASY_Big_down_loop | INFO | На состояние 00:15:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:15:05 | EASY_Big_down_loop | INFO | На состояние 00:15:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:15:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:15:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:20:05 | EASY_Big_down_loop | INFO | На состояние 00:20:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:20:05 | EASY_Big_down_loop | INFO | На состояние 00:20:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:20:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:20:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:25:05 | EASY_Big_down_loop | INFO | На состояние 00:25:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:25:05 | EASY_Big_down_loop | INFO | На состояние 00:25:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:25:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:25:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:30:05 | EASY_Big_down_loop | INFO | На состояние 00:30:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:30:05 | EASY_Big_down_loop | INFO | На состояние 00:30:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:30:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:30:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:35:05 | EASY_Big_down_loop | INFO | На состояние 00:35:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:35:05 | EASY_Big_down_loop | INFO | На состояние 00:35:05 активных ставок: 5, денег: 51.133$
22-11-2024 00:35:09 | EASY_Big_down_loop | INFO | Success! Got 0.004067440000000033usdt intrade C02__488389686474137600038
22-11-2024 00:35:09 | EASY_Big_down_loop | INFO | Bet C02__488389667658489856038 completed and removed.
22-11-2024 00:35:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:35:10 | EASY_Big_down_loop | INFO | Success! Got 0.004067440000000033usdt intrade C02__488389688030236672038
22-11-2024 00:35:10 | EASY_Big_down_loop | INFO | Bet C02__488389669201993728038 completed and removed.
22-11-2024 00:35:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:40:05 | EASY_Big_down_loop | INFO | На состояние 00:40:05 активных ставок: 4, денег: 51.137$
22-11-2024 00:40:05 | EASY_Big_down_loop | INFO | Price change detected: 0.42973929084837437%
22-11-2024 00:40:05 | EASY_Big_down_loop | INFO | На состояние 00:40:05 активных ставок: 4, денег: 51.137$
22-11-2024 00:40:06 | EASY_Big_down_loop | INFO | Price change detected: 0.42973929084837437%
22-11-2024 00:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488397216193531904038
22-11-2024 00:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488397218433265664038
22-11-2024 00:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
22-11-2024 00:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
22-11-2024 00:40:10 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488397234728161282038
22-11-2024 00:40:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488397236917587969038
22-11-2024 00:40:14 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:40:14 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:45:05 | EASY_Big_down_loop | INFO | На состояние 00:45:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:45:05 | EASY_Big_down_loop | INFO | На состояние 00:45:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:45:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:45:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:50:05 | EASY_Big_down_loop | INFO | На состояние 00:50:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:50:05 | EASY_Big_down_loop | INFO | На состояние 00:50:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:50:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:50:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:55:05 | EASY_Big_down_loop | INFO | На состояние 00:55:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:55:05 | EASY_Big_down_loop | INFO | На состояние 00:55:05 активных ставок: 5, денег: 51.137$
22-11-2024 00:55:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 00:55:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:00:05 | EASY_Big_down_loop | INFO | На состояние 01:00:05 активных ставок: 5, денег: 51.137$
22-11-2024 01:00:05 | EASY_Big_down_loop | INFO | На состояние 01:00:05 активных ставок: 5, денег: 51.137$
22-11-2024 01:00:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:00:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:05:05 | EASY_Big_down_loop | INFO | На состояние 01:05:05 активных ставок: 5, денег: 51.137$
22-11-2024 01:05:05 | EASY_Big_down_loop | INFO | На состояние 01:05:05 активных ставок: 5, денег: 51.137$
22-11-2024 01:05:09 | EASY_Big_down_loop | INFO | Success! Got 0.006559900000000063usdt intrade C02__488397234728161282038
22-11-2024 01:05:09 | EASY_Big_down_loop | INFO | Bet C02__488397216193531904038 completed and removed.
22-11-2024 01:05:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:05:11 | EASY_Big_down_loop | INFO | Success! Got 0.006559900000000063usdt intrade C02__488397236917587969038
22-11-2024 01:05:11 | EASY_Big_down_loop | INFO | Bet C02__488397218433265664038 completed and removed.
22-11-2024 01:05:11 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:10:05 | EASY_Big_down_loop | INFO | На состояние 01:10:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:10:05 | EASY_Big_down_loop | INFO | На состояние 01:10:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:10:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:10:09 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:15:05 | EASY_Big_down_loop | INFO | На состояние 01:15:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:15:05 | EASY_Big_down_loop | INFO | На состояние 01:15:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:15:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:15:08 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:20:05 | EASY_Big_down_loop | INFO | На состояние 01:20:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:20:05 | EASY_Big_down_loop | INFO | На состояние 01:20:05 активных ставок: 4, денег: 51.144$
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Success! Got 0.011575000000000113usdt intrade C02__488382137305726976038
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Bet C02__488382116409737217038 completed and removed.
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Success! Got 0.011575000000000113usdt intrade C02__488382139298025472038
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Bet C02__488382118070644736038 completed and removed.
22-11-2024 01:20:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:25:05 | EASY_Big_down_loop | INFO | На состояние 01:25:05 активных ставок: 3, денег: 51.155$
22-11-2024 01:25:05 | EASY_Big_down_loop | INFO | На состояние 01:25:05 активных ставок: 3, денег: 51.155$
22-11-2024 01:25:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:25:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:30:05 | EASY_Big_down_loop | INFO | На состояние 01:30:05 активных ставок: 3, денег: 51.155$
22-11-2024 01:30:05 | EASY_Big_down_loop | INFO | На состояние 01:30:05 активных ставок: 3, денег: 51.155$
22-11-2024 01:30:09 | EASY_Big_down_loop | INFO | Failure! Got-1.7 usdt in tradeC02__488283989837172736038
22-11-2024 01:30:10 | EASY_Big_down_loop | INFO | Failure! Got-0.028589039999999954 usdt in tradeC02__488283987349946370038
22-11-2024 01:30:10 | EASY_Big_down_loop | INFO | Bet C02__488283971499679744038 completed and removed.
22-11-2024 01:30:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:30:11 | EASY_Big_down_loop | INFO | Bet C02__488283968802729985038 completed and removed.
22-11-2024 01:30:11 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:35:05 | EASY_Big_down_loop | INFO | На состояние 01:35:05 активных ставок: 2, денег: 49.455$
22-11-2024 01:35:05 | EASY_Big_down_loop | INFO | На состояние 01:35:05 активных ставок: 2, денег: 51.127$
22-11-2024 01:35:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:35:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:40:05 | EASY_Big_down_loop | INFO | На состояние 01:40:05 активных ставок: 2, денег: 49.455$
22-11-2024 01:40:05 | EASY_Big_down_loop | INFO | На состояние 01:40:05 активных ставок: 2, денег: 51.127$
22-11-2024 01:40:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:40:07 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:45:05 | EASY_Big_down_loop | INFO | На состояние 01:45:05 активных ставок: 2, денег: 49.455$
22-11-2024 01:45:05 | EASY_Big_down_loop | INFO | На состояние 01:45:05 активных ставок: 2, денег: 51.127$
22-11-2024 01:45:09 | EASY_Big_down_loop | INFO | Failure! Got-0.010729070000000007 usdt in tradeC02__488287764895330304038
22-11-2024 01:45:10 | EASY_Big_down_loop | INFO | Failure! Got-0.010729070000000007 usdt in tradeC02__488287768460464128038
22-11-2024 01:45:10 | EASY_Big_down_loop | INFO | Bet C02__488287745035304960038 completed and removed.
22-11-2024 01:45:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:45:10 | EASY_Big_down_loop | INFO | Bet C02__488287748495589376038 completed and removed.
22-11-2024 01:45:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:50:05 | EASY_Big_down_loop | INFO | На состояние 01:50:05 активных ставок: 1, денег: 51.116$
22-11-2024 01:50:06 | EASY_Big_down_loop | INFO | На состояние 01:50:06 активных ставок: 1, денег: 49.445$
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Failure! Got-1.7 usdt in tradeC02__488289023740170240038
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Bet C02__488289003037073438038 completed and removed.
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Failure! Got-1.7 usdt in tradeC02__488289024520290304038
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Bet C02__488289004903526400038 completed and removed.
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 01:50:10 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:55:05 | EASY_Big_down_loop | INFO | На состояние 01:55:05 активных ставок: 0, денег: 49.416$
22-11-2024 01:55:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 01:55:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 01:55:05 | EASY_Big_down_loop | INFO | На состояние 01:55:05 активных ставок: 0, денег: 47.745$
22-11-2024 01:55:06 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 01:55:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:00:05 | EASY_Big_down_loop | INFO | На состояние 02:00:05 активных ставок: 0, денег: 47.745$
22-11-2024 02:00:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 02:00:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:00:05 | EASY_Big_down_loop | INFO | На состояние 02:00:05 активных ставок: 0, денег: 49.416$
22-11-2024 02:00:06 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 02:00:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | На состояние 02:05:05 активных ставок: 0, денег: 49.416$
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | На состояние 02:05:05 активных ставок: 0, денег: 47.745$
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 02:05:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:10:05 | EASY_Big_down_loop | INFO | На состояние 02:10:05 активных ставок: 0, денег: 49.416$
22-11-2024 02:10:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 02:10:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:10:05 | EASY_Big_down_loop | INFO | На состояние 02:10:05 активных ставок: 0, денег: 47.745$
22-11-2024 02:10:06 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 02:10:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:15:05 | EASY_Big_down_loop | INFO | На состояние 02:15:05 активных ставок: 0, денег: 47.745$
22-11-2024 02:15:05 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.59
22-11-2024 02:15:05 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:15:05 | EASY_Big_down_loop | INFO | На состояние 02:15:05 активных ставок: 0, денег: 49.416$
22-11-2024 02:15:06 | EASY_Big_down_loop | INFO | No active bets. New bet size: 1.65
22-11-2024 02:15:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:20:05 | EASY_Big_down_loop | INFO | На состояние 02:20:05 активных ставок: 0, денег: 49.416$
22-11-2024 02:20:05 | EASY_Big_down_loop | INFO | На состояние 02:20:05 активных ставок: 0, денег: 47.745$
22-11-2024 02:20:05 | EASY_Big_down_loop | INFO | Price change detected: 0.4965562839061022%
22-11-2024 02:20:05 | EASY_Big_down_loop | INFO | Price change detected: 0.4965562839061022%
22-11-2024 02:20:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488422382021709824038
22-11-2024 02:20:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488422383523278850038
22-11-2024 02:20:10 | EASY_Big_down_loop | INFO | Bought KAS: 10.82
22-11-2024 02:20:10 | EASY_Big_down_loop | INFO | Bought KAS: 10.42
22-11-2024 02:20:10 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488422401130946560038
22-11-2024 02:20:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488422403253301252038
22-11-2024 02:20:11 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:20:12 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:25:05 | EASY_Big_down_loop | INFO | На состояние 02:25:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:25:05 | EASY_Big_down_loop | INFO | На состояние 02:25:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:25:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:25:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:30:05 | EASY_Big_down_loop | INFO | На состояние 02:30:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:30:05 | EASY_Big_down_loop | INFO | На состояние 02:30:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:30:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:30:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:35:05 | EASY_Big_down_loop | INFO | На состояние 02:35:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:35:05 | EASY_Big_down_loop | INFO | На состояние 02:35:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:35:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:35:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:40:05 | EASY_Big_down_loop | INFO | На состояние 02:40:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:40:05 | EASY_Big_down_loop | INFO | На состояние 02:40:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:40:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:40:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:45:05 | EASY_Big_down_loop | INFO | На состояние 02:45:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:45:05 | EASY_Big_down_loop | INFO | На состояние 02:45:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:45:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:45:06 | EASY_Big_down_loop | INFO | Starting iteration
22-11-2024 02:50:05 | EASY_Big_down_loop | INFO | На состояние 02:50:05 активных ставок: 1, денег: 47.745$
22-11-2024 02:50:05 | EASY_Big_down_loop | INFO | На состояние 02:50:05 активных ставок: 1, денег: 49.416$
22-11-2024 02:50:07 | EASY_Big_down_loop | INFO | Success! Got 0.006927519999999854usdt intrade C02__488422403253301252038
22-11-2024 02:50:07 | EASY_Big_down_loop | INFO | Bet C02__488422383523278850038 completed and removed.
